,brand,model,submodel,year,location,price,gearbox,operations,body,gas,color,insidecolor
3428,پژو,206,تیپ 3,1386,تهران ,,0,248000,چند لکه رنگ,بنزینی,خاکستری,داخل مشکی
3429,کوییک,دنده ای,دنده ای,1401,تهران ,320.0,0,7700,بدون رنگ,بنزینی,سفید,داخل مشکی
3430,هیوندای,توسان,2.4 لیتر,1393,تهران ,1850.0,1,110000,یک لکه رنگ,بنزینی,نقره ای,داخل قهوه ای
3431,ام وی ام,110,4 سیلندر اتوماتیک,1390,تهران ,190.0,1,90000,بدون رنگ,بنزینی,سفید,داخل بژ
3432,سمند,LX,XU7,1400,ساری,,0,30000,بدون رنگ,بنزینی,سفید,داخل کرم
3433,دنا,پلاس,اتوماتیک توربو,1402,تهران ,790.0,1,7000,بدون رنگ,بنزینی,مشکی,داخل نوک مدادی
3434,پژو,206 SD,V8,1390,کرج ,,0,195000,چند لکه رنگ,بنزینی,سفید,داخل مشکی
3435,پژو,405,GLX دوگانه سوز,1391,تهران ,,0,200000,دو درب رنگ,دوگانه سوز,خاکستری,داخل قهوه ای
3436,پژو,206 SD,V9,1390,تهران ,,1,200000,بدون رنگ,بنزینی,مشکی,داخل خاکستری
3437,پراید,131,SE,1396,اصفهان ,,0,73000,بدون رنگ,بنزینی,سفید,داخل مشکی
3438,پژو,207,MC اتوماتیک,1401,تهران ,685.0,1,17000,بدون رنگ,بنزینی,سفید,داخل مشکی
3439,پژو,206,تیپ 2,1397,تهران ,375.0,0,62000,بدون رنگ,بنزینی,سفید,داخل مشکی
3440,پژو,207,دنده ای,1397,تهران ,480.0,0,90000,دو لکه رنگ,بنزینی,آبی,داخل خاکستری
3441,جک,جی 4,اتوماتیک,1402,تهران ,750.0,1,0,بدون رنگ,بنزینی,سفید,داخل خاکستری
3442,سمند,LX,EF7 دوگانه سوز,1391,تنکابن,280.0,0,185000,کاپوت رنگ,دوگانه سوز,سفید,داخل کرم
3443,کیا,اسپورتیج,4 سیلندر ساده,1393,تهران ,2180.0,1,87200,بدون رنگ,بنزینی,مشکی,داخل مشکی
3444,پراید,صندوق دار,دنده ای,1382,کرج ,,0,230000,بدون رنگ,بنزینی,سفید,داخل خاکستری
3445,پراید,صندوق دار,دنده ای,1388,تهران ,148.0,0,160000,دو لکه رنگ,بنزینی,بژ,داخل طوسی
3446,پژو,206,تیپ 2,1395,اصفهان ,,0,200000,دور رنگ,بنزینی,سفید,داخل مشکی
3447,پژو,206 SD,V8,1395,پارس آباد,390.0,0,83000,بدون رنگ,بنزینی,سفید,داخل مشکی
3448,بنز,کلاسیک,دنده ای,1352,کرج ,220.0,0,200000,کامل رنگ,بنزینی,سفید,داخل کرم
3449,پژو,207,تیپ 5,1402,تهران ,535.0,0,13500,بدون رنگ,بنزینی,سفید,داخل مشکی
3450,رنو,ساندرو استپ وی,اتوماتیک,1397,تهران ,,1,9200,بدون رنگ,بنزینی,سفید,داخل طوسی
3451,بسترن,B50F,اتوماتیک,1394,تهران ,650.0,1,154000,بدون رنگ,بنزینی,بادمجانی,داخل کرم
3452,پژو,207,پانوراما دنده ای,1400,تهران ,590.0,0,30000,بدون رنگ,بنزینی,سفید,داخل خاکستری
3453,چانگان,CS 35 (مونتاژ),اتوماتیک,1397,تهران ,865.0,1,19000,بدون رنگ,بنزینی,سفید,داخل مشکی
3454,پژو,206,تیپ 6,1389,تهران ,,1,184000,صافکاری بدون رنگ,بنزینی,نقره ای,داخل مشکی
3455,هیوندای,i20,اتوماتیک,1394,اصفهان ,1100.0,1,100000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3456,پژو,پارس,XU7,1393,تهران ,,0,181000,یک لکه رنگ,بنزینی,سفید,داخل کرم
3457,جک,جی 4,اتوماتیک,1401,اراک ,640.0,1,37000,بدون رنگ,بنزینی,سفید,داخل خاکستری
3458,سمند,LX,EF7 دوگانه سوز,1394,شهریار,180.0,0,350000,بدون رنگ,دوگانه سوز,زرد,داخل کرم
3459,پژو,207,پانوراما دنده ای,1400,تهران ,585.0,0,11800,بدون رنگ,بنزینی,مشکی,داخل مشکی
3460,پراید,صندوق دار,دنده ای,1385,البرز,143.0,0,500000,گلگیر رنگ,دوگانه سوز,نقره ای,داخل طوسی
3461,فولکس,گلف,ساده,1371,تهران ,235.0,0,290000,دور رنگ,بنزینی,سرمه ای,داخل خاکستری
3462,هیوندای,i20 (مونتاژ),اتوماتیک,1396,تهران ,1280.0,1,65000,بدون رنگ,بنزینی,سفید,داخل قهوه ای
3463,پژو,روآ,G2,1390,قدس,160.0,0,170000,دو لکه رنگ,دوگانه سوز,نقره ای,داخل مشکی
3464,میتسوبیشی,ASX,تیپ 4,1397,اصفهان ,2640.0,1,70000,بدون رنگ,بنزینی,سفید صدفی,داخل مشکی
3465,سانگ یانگ,نیو کوراندو,پرمیوم پلاس,1397,تهران ,2450.0,1,,بدون رنگ,بنزینی,سفید,داخل مشکی
3466,کوییک,دنده ای,دنده ای,1400,کرج ,,0,22200,بدون رنگ,بنزینی,سفید,داخل مشکی
3467,پراید,صندوق دار,دنده ای,1383,رفسنجان,88.0,0,,دور رنگ,بنزینی,نقره ای,داخل نقره ای
3468,لیفان,X50,اتوماتیک,1397,رشت ,520.0,1,83000,بدون رنگ,بنزینی,سفید,داخل نوک مدادی
3469,پژو,206,تیپ 2,1397,تهران ,,0,29000,بدون رنگ,بنزینی,خاکستری,داخل مشکی
3470,جک,S3,اتوماتیک,1400,تهران ,850.0,1,15000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3471,لکسوس,RX,350,1389,تهران ,4050.0,1,149000,یک لکه رنگ,بنزینی,سفید,داخل مشکی
3472,هیوندای,آزرا (گرنجور),6 سیلندر,1388,قائم شهر,1180.0,1,162000,دو لکه رنگ,بنزینی,مشکی,داخل مشکی
3473,بنز,کلاس E,E250,1393,تهران ,5800.0,1,95000,بدون رنگ,بنزینی,خاکستری,داخل مشکی
3474,رنو,ساندرو,اتوماتیک,1395,بندرعباس,680.0,1,130000,بدون رنگ,بنزینی,سفید,داخل مشکی
3475,کوییک,دنده ای,دنده ای,1399,تهران ,303.0,0,47000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3476,رانا,پلاس,دنده ای,1401,تهران ,445.0,0,38000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3477,لکسوس,NX,200 توربو  fsport,1396,بوشهر,7300.0,1,0,بدون رنگ,بنزینی,سفید,داخل قرمز
3478,پژو,206,تیپ 5,1389,تهران ,305.0,0,211500,بدون رنگ,بنزینی,نوک مدادی,داخل مشکی
3479,دنا,پلاس,دنده ای ساده,1396,بابل,510.0,0,148000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3480,دنا,معمولی,دنده ای,1397,تهران ,,0,122000,چند لکه رنگ,بنزینی,سفید,داخل نوک مدادی
3481,کوییک,دنده ای R,دنده ای,1401,تهران ,325.0,0,16000,بدون رنگ,بنزینی,سفید,داخل نوک مدادی
3482,سوزوکی,گوناگون,اتوماتیک,1402,تهران ,,1,0,بدون رنگ,بنزینی,سفید,داخل مشکی
3483,دنا,معمولی,دنده ای,1397,تهران ,470.0,0,102000,یک لکه رنگ,بنزینی,مشکی,داخل مشکی
3484,هیوندای,i30,اتوماتیک,1390,کرج ,,1,260000,دو لکه رنگ,بنزینی,نقره ای,داخل مشکی
3485,لیفان,X60,اتوماتیک,1396,کرج ,630.0,1,75000,بدون رنگ,بنزینی,سفید,داخل مشکی
3486,رنو,کولیوس,اتوماتیک,1396,اصفهان ,,1,45000,بدون رنگ,بنزینی,سفید,داخل مشکی
3487,رانا,LX,دنده ای,1397,ورامین,,0,120000,کاپوت رنگ,بنزینی,سفید,داخل مشکی
3488,سمند,LX,XU7,1390,دورود,265.0,0,220000,بدون رنگ,بنزینی,سفید,داخل نوک مدادی
3489,پیکان,سدان,بنزین,1382,زرین شهر,160.0,0,250000,دور رنگ,بنزینی,سفید,داخل نوک مدادی
3490,پژو,206,تیپ 5,1396,شیراز ,415.0,0,95000,بدون رنگ,بنزینی,سفید,داخل مشکی
3491,فونیکس,تیگو 8 پرو مکس,اکسلنت,1401,مشهد ,2580.0,1,1350,بدون رنگ,بنزینی,مشکی,داخل شتری
3492,چانگان,CS 35 (مونتاژ),اتوماتیک,1396,ری,680.0,1,142000,صافکاری بدون رنگ,بنزینی,سفید,داخل مشکی
3493,جک,S5,2.0 لیتر اتوماتیک,1397,تهران ,1030.0,1,65000,بدون رنگ,بنزینی,سفید,داخل مشکی
3494,رنو,مگان (مونتاژ),2000,1391,تهران ,830.0,1,134000,بدون رنگ,بنزینی,نقره ای,داخل کرم
3495,ساینا,EX دنده ای,دنده ای,1400,نجف آباد,320.0,0,32000,بدون رنگ,بنزینی,سفید,داخل مشکی
3496,دانگ فنگ,H30 کراس,اتوماتیک,1396,تهران ,510.0,1,85000,بدون رنگ,بنزینی,قرمز,داخل مشکی
3497,لاماری,ایما,اتوماتیک,1402,تهران ,1645.0,1,0,بدون رنگ,بنزینی,سفید,داخل مشکی
3498,هیوندای,توسان,2.4 لیتر,1393,تهران ,1960.0,1,88000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3499,پژو,405,GLX دوگانه سوز,1396,شیراز ,370.0,0,0,بدون رنگ,دوگانه سوز,نقره ای,داخل نوک مدادی
3500,پژو,207,TU3,1402,تهران ,530.0,0,4000,بدون رنگ,بنزینی,سفید,داخل نوک مدادی
3501,رنو,پارس تندر,دنده ای,1394,تهران ,,0,94000,بدون رنگ,بنزینی,سفید,داخل طوسی
3502,ساینا,EX دنده ای,دنده ای,1396,رشت ,255.0,0,170000,یک لکه رنگ,بنزینی,سفید,داخل مشکی
3503,دنا,پلاس,اتوماتیک توربو,1400,تهران ,700.0,1,20000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3504,پراید,صندوق دار,دنده ای,1382,تهران ,100.0,0,380000,کاپوت تعویض,بنزینی,نقره ای,داخل نوک مدادی
3505,پراید,111,EX,1392,تهران ,193.0,0,195000,دو لکه رنگ,بنزینی,آبی,داخل طوسی
3506,رانا,پلاس,دنده ای,1400,تهران ,450.0,0,39000,بدون رنگ,بنزینی,سفید,داخل مشکی
3507,سوزوکی,گراند ویتارا (مونتاژ),2.0 لیتر دنده ای,1388,تهران ,820.0,0,276000,بدون رنگ,بنزینی,سفید,داخل مشکی
3508,پژو,207,MC اتوماتیک,1401,کرج ,655.0,1,6000,بدون رنگ,بنزینی,سفید,داخل مشکی
3509,جک,S3,اتوماتیک,1399,تهران ,820.0,1,40000,بدون رنگ,بنزینی,سفید,داخل مشکی
3510,شاهین,G دنده ای,دنده ای,1400,تهران ,488.0,0,0,بدون رنگ,بنزینی,سفید,داخل مشکی
3511,دوو,سیلو,دنده ای,1380,تهران ,,0,274000,دور رنگ,بنزینی,بژ,داخل مشکی
3512,هیوندای,اکسنت,بلو,1393,شیراز ,950.0,1,198000,بدون رنگ,بنزینی,سفید,داخل کرم
3513,رانا,پلاس,دنده ای,1401,تبریز,465.0,0,43000,بدون رنگ,بنزینی,سفید,داخل مشکی
3514,رنو,ساندرو استپ وی,اتوماتیک,1396,ارومیه,770.0,1,93000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3515,کیا,سراتو,2.0 لیتر اتوماتیک,1397,تهران ,2600.0,1,21000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3516,کوییک,دنده ای,دنده ای,1401,تهران ,315.0,0,10000,بدون رنگ,بنزینی,سفید,داخل مشکی
3517,دنا,معمولی,دنده ای,1398,تهران ,495.0,0,74000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3518,ام وی ام,315هاچ بک,ساده,1395,بابل,,0,205000,چند لکه رنگ,بنزینی,سفید,داخل مشکی
3519,رانا,پلاس,دنده ای,1400,تهران ,443.0,0,43000,بدون رنگ,بنزینی,سفید,داخل مشکی
3520,شاهین,G دنده ای,اتوماتیک,1402,تهران ,440.0,1,0,بدون رنگ,بنزینی,سفید,داخل مشکی
3521,هیوندای,توسان,2.7 لیتر,1388,قزوین,1195.0,1,180000,بدون رنگ,بنزینی,سفید,داخل مشکی
3522,چری,آریزو 5T,IE,1402,تهران ,1050.0,1,4700,بدون رنگ,بنزینی,مشکی,داخل خاکستری
3523,پراید,132,SE,1395,تهران ,230.0,0,101000,بدون رنگ,بنزینی,نوک مدادی,داخل خاکستری
3524,تارا,اتوماتیک V2,اتوماتیک,1402,کرج ,782.0,1,55,بدون رنگ,بنزینی,سفید,داخل مشکی
3525,هیوندای,سوناتا,چهار سیلندر اتوماتیک,1390,مشهد ,1650.0,1,147000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3526,پراید,111,SE,1399,ارومیه,295.0,0,16000,بدون رنگ,بنزینی,سفید,داخل سرمه ای
3527,پژو,207,پانوراما اتوماتیک TU5P,1401,تهران ,810.0,1,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
3528,تارا,اتوماتیک V4,LX,1402,تهران ,540.0,1,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
3529,پژو,207,دنده ای,1402,تهران ,602.0,0,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
3530,فیدلیتی,پرایم,هفت نفره,1402,تهران ,970.0,1,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
3531,ام وی ام,110,4 سیلندر دنده ای,1394,تهران ,185.0,0,83000,بدون رنگ,بنزینی,سرمه ای,داخل کرم
3532,هیوندای,سوناتا,چهار سیلندر اتوماتیک,1391,تهران ,1700.0,1,149000,بدون رنگ,بنزینی,سفید صدفی,داخل مشکی
3533,دیگنیتی,پرایم,اتوماتیک,1402,تهران ,1010.0,1,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
3534,دیگنیتی,پرستیژ,اتوماتیک,1402,تهران ,1320.0,1,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
3535,هیوندای,سوناتا,چهار سیلندر اتوماتیک,1390,اصفهان ,1250.0,1,262000,دو درب رنگ,بنزینی,نقره ای,داخل خاکستری
3536,کیا,اسپورتیج,4 سیلندر ساده,1395,تهران ,2600.0,1,66000,بدون رنگ,بنزینی,سفید,داخل نوک مدادی
3537,هیوندای,سانتافه,4 سیلندر دو دیفرانسیل,1395,سیرجان,3100.0,1,77000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3538,هایما,8S,اتوماتیک,1402,تهران ,1010.0,1,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
3539,پژو,207 صندوقدار,اتوماتیک,1398,خرم آباد,,1,25000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3540,هیوندای,آوانته,اتوماتیک,1390,تهران ,800.0,1,158000,بدون رنگ,بنزینی,سفید,داخل طوسی
3541,ریسپکت,پرایم,اتوماتیک,1402,تهران ,720.0,1,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
3542,فونیکس,تیگو 8 پرو,پرمیوم,1402,تهران ,1270.0,1,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
3543,سمند,LX,XU7,1390,اصفهان ,,0,338000,گلگیر رنگ,بنزینی,خاکستری,داخل کرم
3544,برلیانس,H230,دنده ای,1396,تهران ,350.0,0,272000,درب تعویض,بنزینی,سفید,داخل مشکی
3545,فونیکس,تیگو 7 پرو,اکسلنت,1402,تهران ,1010.0,1,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
3546,پژو,پارس,LX,1388,شهررضا,290.0,0,300000,صافکاری بدون رنگ,بنزینی,سفید,داخل مشکی
3547,پژو,207,دنده ای,1399,تهران ,,0,92000,بدون رنگ,بنزینی,سفید,داخل مشکی
3548,هیوندای,سوناتا هیبرید,تیپ 2 (GLS),1396,تهران ,2350.0,1,98000,یک لکه رنگ,هیبریدی,مشکی,داخل کرم
3549,ام وی ام,X55 PRO,IE,1402,تهران ,790.0,1,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
3550,پژو,206 SD,V19,1389,تهران ,,0,219000,یک لکه رنگ,بنزینی,سفید,داخل مشکی
3551,پژو,206,تیپ 2,1397,سیرجان,,0,85000,بدون رنگ,بنزینی,سفید,داخل خاکستری
3552,کی ام سی,J7,اتوماتیک,1402,تهران ,880.0,1,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
3553,هیوندای,توسان,2.0 لیتر دو دیفرانسیل,1396,اصفهان ,2900.0,1,38000,بدون رنگ,بنزینی,سفید,داخل مشکی
3554,چری,آریزو 5T,IE,1402,کرج ,1055.0,1,0,بدون رنگ,بنزینی,سفید,داخل مشکی
3555,ام وی ام,X22 PRO,اتوماتیک IE,1402,کرج ,870.0,1,0,بدون رنگ,بنزینی,سفید,داخل مشکی
3556,فونیکس,FX,پریمیوم,1402,تهران ,1760.0,1,6000,بدون رنگ,بنزینی,سفید,داخل مشکی
3557,پژو,207,اتوماتیک TU5P,1401,آمل,720.0,1,,بدون رنگ,بنزینی,مشکی,داخل مشکی
3558,پژو,پارس,XU7,1390,تهران ,250.0,0,330000,صافکاری بدون رنگ,بنزینی,نوک مدادی,داخل مشکی
3559,هیوندای,توسان,2.4 لیتر,1393,تهران ,1850.0,1,156000,صافکاری بدون رنگ,بنزینی,مشکی,داخل موکا
3560,تویوتا,پریوس,تیپ B,1395,تهران ,1600.0,1,103000,یک لکه رنگ,بنزینی,سفید,داخل مشکی
3561,کیا,سراتو (مونتاژ),1.6 لیتر آپشنال,1397,تهران ,,0,62000,بدون رنگ,بنزینی,سفید,داخل مشکی
3562,فولکس,تیگوان,اتوماتیک,1397,تهران ,5200.0,1,30000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3563,چری,آریزو 5,اتوماتیک اکسلنت,1396,اصفهان ,680.0,1,148000,یک درب رنگ,بنزینی,مشکی,داخل مشکی
3564,ب ام و,X3,25,1389,تهران ,,1,,بدون رنگ,بنزینی,مشکی,داخل مشکی
3565,پژو,206 SD,V8,1398,تبریز,550.0,0,4500,بدون رنگ,بنزینی,سفید,داخل خاکستری
3566,پژو,206 SD,V8,1389,شهریار,310.0,0,143000,دو لکه رنگ,بنزینی,سفید,داخل نوک مدادی
3567,چری,آریزو 6,اکسلنت,1398,گلپایگان,,1,40000,بدون رنگ,بنزینی,سفید,داخل مشکی
3568,ساینا,EX دنده ای,دنده ای,1399,تهران ,310.0,0,9500,بدون رنگ,بنزینی,سفید,داخل خاکستری
3569,پژو,206,تیپ 6,1389,تهران ,330.0,1,273000,چند لکه رنگ,بنزینی,نوک مدادی,داخل مشکی
3570,ریگان,کوپا,رویال,1397,تهران ,1250.0,1,50000,بدون رنگ,بنزینی,سفید,داخل کرم
3571,فونیکس,FX,پریمیوم,1402,تهران ,1760.0,1,0,بدون رنگ,بنزینی,خاکستری,داخل مشکی
3572,سانگ یانگ,کوراندو,2300,1385,تهران ,,1,277000,چند لکه رنگ,بنزینی,طوسی,داخل بژ
3573,هیوندای,سانتافه,4 سیلندر دو دیفرانسیل,1395,کرج ,3200.0,1,47000,بدون رنگ,بنزینی,سفید صدفی,داخل مشکی
3574,لکسوس,NX هیبرید,300h,1395,تهران ,,1,46000,بدون رنگ,هیبریدی,خاکستری,داخل مشکی
3575,پژو,پارس,XU7P,1402,تهران ,387.0,0,0,بدون رنگ,بنزینی,سفید,داخل مشکی
3576,پژو,206,تیپ 3 پانوراما,1402,تهران ,350.0,0,0,بدون رنگ,بنزینی,سفید,داخل مشکی
3577,پژو,206,تیپ 2,1400,تهران ,,0,46000,بدون رنگ,بنزینی,خاکستری,داخل مشکی
3578,جک,S3,اتوماتیک,1397,تهران ,,1,138000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3579,شاهین,G دنده ای,دنده ای,1402,تهران ,357.5,0,0,بدون رنگ,بنزینی,سفید,داخل مشکی
3580,هیوندای,سانتافه,4 سیلندر دو دیفرانسیل,1396,تهران ,3650.0,1,39000,بدون رنگ,بنزینی,سفید,داخل مشکی
3581,رنو,ساندرو,اتوماتیک,1397,تهران ,,1,170000,بدون رنگ,بنزینی,سفید,داخل مشکی
3582,تویوتا,C-HR هیبرید,اتوماتیک,1397,تهران ,4500.0,1,5000,بدون رنگ,هیبریدی,سفید,داخل خاکستری
3583,نیسان,ماکسیما,اتوماتیک,1386,تهران ,940.0,1,290000,کاپوت تعویض,بنزینی,خاکستری,داخل قهوه ای
3584,کیا,موهاوی,8 سیلندر,1391,تهران ,3000.0,1,160000,بدون رنگ,بنزینی,مشکی,داخل کرم
3585,پژو,پارس,LX,1400,تهران ,545.0,0,25000,بدون رنگ,بنزینی,نوک مدادی,داخل قهوه ای
3586,پژو,206,تیپ 2,1394,کرج ,320.0,0,210000,بدون رنگ,بنزینی,سفید,داخل مشکی
3587,لاماری,ایما,اتوماتیک,1402,تهران ,1490.0,1,0,بدون رنگ,بنزینی,قرمز,داخل مشکی
3588,هایما,S5,گیربکس CVT,1397,کرج ,,1,84000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3589,کیا,سراتو (مونتاژ),2.0 لیتر آپشنال,1398,تهران ,1540.0,1,94000,بدون رنگ,بنزینی,سفید,داخل مشکی
3590,لیفان,620,1.8 لیتر,1393,کرج ,345.0,0,198000,بدون رنگ,بنزینی,مشکی,داخل کرم
3591,دانگ فنگ,H30 کراس,اتوماتیک,1396,کرج ,580.0,1,28000,بدون رنگ,بنزینی,سفید,داخل خاکستری
3592,سمند,LX,XU7,1387,تهران ,230.0,0,280000,بدون رنگ,بنزینی,سفید,داخل کرم
3593,آلفارومئو,جولیتا,اتوماتیک,1395,تهران ,1700.0,1,135000,بدون رنگ,بنزینی,نقره ای,داخل موکا
3594,هیوندای,سانتافه,4 سیلندر دو دیفرانسیل,1396,تهران ,3600.0,1,102000,بدون رنگ,بنزینی,سفید,داخل مشکی
3595,جک,S5,1.5 لیتر اتوماتیک,1402,تهران ,1350.0,1,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
3596,ولوو,XC90,R دیزاین,1396,تهران ,,1,60000,بدون رنگ,بنزینی,سفید,داخل مشکی
3597,پراید,131,SE,1397,تهران ,212.0,0,77000,چند لکه رنگ,بنزینی,نوک مدادی,داخل طوسی
3598,دانگ فنگ,H30 کراس,اتوماتیک,1397,تهران ,585.0,1,66000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3599,پژو,پارس,XU7,1401,تهران ,465.0,0,28000,بدون رنگ,بنزینی,سفید,داخل کرم
3600,هیوندای,اکسنت (مونتاژ),اتوماتیک,1397,تهران ,,1,30000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3601,هیوندای,سانتافه,4 سیلندر دو دیفرانسیل,1394,تهران ,2150.0,1,256000,دو لکه رنگ,بنزینی,سفید,داخل مشکی
3602,دنا,معمولی,دنده ای,1396,تهران ,450.0,0,121000,بدون رنگ,بنزینی,خاکستری,داخل مشکی
3603,پژو,207,اتوماتیک TU5,1396,تهران ,585.0,1,105000,بدون رنگ,بنزینی,سفید,داخل مشکی
3604,جک,جی 5,1.5 لیتر دنده ای,1394,تهران ,,0,48000,دو لکه رنگ,بنزینی,قرمز,داخل کرم
3605,پژو,پارس,XU7,1397,تهران ,,0,47000,بدون رنگ,بنزینی,سفید,داخل مشکی
3606,رانا,پلاس پانوراما,دنده ای,1402,اصفهان ,545.0,0,0,بدون رنگ,بنزینی,سفید,داخل مشکی
3607,مکث موتور,کلوت,دنده‌ای,1401,شیراز ,1390.0,0,13000,بدون رنگ,بنزینی,دلفینی,داخل مشکی
3608,تویوتا,کمری,XLI,1384,گرگان,,1,340000,یک لکه رنگ,بنزینی,سفید,داخل کرم
3609,رنو,تالیسمان,E3,1397,تهران ,3200.0,1,32000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3610,جک,S5,2.0 لیتر اتوماتیک,1399,تهران ,1170.0,1,44000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3611,پیکان,وانت,بنزین,1387,تهران ,175.0,0,350000,دور رنگ,بنزینی,سفید,داخل مشکی
3612,تیبا,هاچ بک,EX,1398,تهران ,275.0,0,95000,بدون رنگ,بنزینی,سفید,داخل خاکستری
3613,تیبا,صندوق دار,SX بنزینی,1394,تهران ,,0,100000,چند لکه رنگ,بنزینی,سفید,داخل خاکستری
3614,هیوندای,سوناتا,چهار سیلندر اتوماتیک,1389,اردکان,1530.0,1,270000,بدون رنگ,بنزینی,سفید صدفی,داخل مشکی
3615,ام جی,6,مگنت,1393,تبریز,600.0,1,240000,بدون رنگ,بنزینی,سفید,داخل مشکی
3616,پژو,405,GLX بنزینی,1385,همدان,169.0,0,330000,دور رنگ,دوگانه سوز,نقره ای,داخل مشکی
3617,رنو,مگان (وارداتی),2000,1387,ساری,,1,300000,دو لکه رنگ,بنزینی,نقره ای,داخل کرم
3618,رنو,مگان (مونتاژ),2000,1391,تهران ,,1,105000,بدون رنگ,بنزینی,سفید,داخل مشکی
3619,ام وی ام,530,دنده ای,1390,اردبیل,330.0,0,260000,گلگیر رنگ,بنزینی,قهوه ای,داخل سربی
3620,چری,تیگو 7,IE,1402,اصفهان ,0.85,1,0,بدون رنگ,بنزینی,مشکی,داخل مشکی
3621,ام جی,6,GT,1394,تهران ,900.0,1,160000,بدون رنگ,بنزینی,خاکستری,داخل کرم
3622,پراید,صندوق دار,دنده ای,1384,تهران ,120.0,0,400000,گلگیر تعویض,بنزینی,سرمه ای,داخل سرمه ای
3623,آریسان,دوگانه سوز,1.7 لیتر,1399,تهران ,292.0,0,30000,بدون رنگ,دوگانه سوز,سفید,داخل مشکی
3624,میتسوبیشی,پاجرو دو در,6 سیلندر,1389,کرج ,,1,143000,دو لکه رنگ,بنزینی,سفید,داخل مشکی
3625,هیوندای,سانتافه,4 سیلندر دو دیفرانسیل,1394,لواسان,2450.0,1,180000,بدون رنگ,بنزینی,سفید,داخل موکا
3626,پژو,405,GLX بنزینی,1381,گرگان,185.0,0,198000,بدون رنگ,بنزینی,زرشکی,داخل مشکی
3627,پاژن,دو در,دنده ای,1378,مراغه,180.0,0,200000,دور رنگ,بنزینی,کرم,داخل مشکی
3628,ام وی ام,X55 PRO,IE اسپرت,1402,اهواز ,1225.0,1,6000,بدون رنگ,بنزینی,خاکستری,داخل نوک مدادی
3629,سمند,X7,دنده ای,1382,قدس,129.0,0,369000,دور رنگ,بنزینی,بژ,داخل کرم
3630,تیبا,صندوق دار,SX بنزینی,1396,تبریز,,0,230000,دو درب رنگ,بنزینی,آبی,داخل مشکی
3631,جک,S5,2.0 لیتر اتوماتیک,1397,سنندج,1015.0,1,82000,بدون رنگ,بنزینی,خاکستری,داخل مشکی
3632,شاهین,G دنده ای,دنده ای,1401,تهران ,530.0,0,40000,بدون رنگ,بنزینی,سفید,داخل مشکی
3633,جک,جی 4,اتوماتیک,1397,سیرجان ,,1,96000,بدون رنگ,بنزینی,سفید,داخل مشکی
3634,ام وی ام,X22,دنده ای اسپرت لاکچری,1401,تهران ,710.0,0,0,بدون رنگ,بنزینی,سفید,داخل مشکی
3635,پژو,207,TU3,1402,کرج ,535.0,0,0,بدون رنگ,بنزینی,سفید,داخل خاکستری
3636,چری,آریزو 5T,IE,1401,اصفهان ,1000.0,1,10000,بدون رنگ,بنزینی,مشکی,داخل مشکی
3637,پژو,206 SD,V8,1394,تهران ,,0,43000,بدون رنگ,بنزینی,سفید,داخل خاکستری
3638,پژو,206,تیپ 2,1383,تهران ,,0,380000,کامل رنگ,بنزینی,نقره ای,داخل مشکی
3639,نیسان,ماکسیما,اتوماتیک,1387,تهران ,870.0,1,230000,دو لکه رنگ,بنزینی,سفید,داخل قهوه ای
3640,دنا,پلاس,دنده ای ساده,1398,تهران ,565.0,0,71000,بدون رنگ,بنزینی,مشکی,داخل خاکستری
3641,رنو,پارس تندر,دنده ای,1398,تهران ,690.0,0,39000,گلگیر تعویض,بنزینی,سفید,داخل مشکی
